TraditionalName	LVName
Mecherathite	Məkērātī
Meconah	Məkonāh
Medan	Mədān
Mede	Māday
Medeba	Mēydəⱱāʼ
Medes	Maʸdia
Medes	Māday
Media	Māday
Megiddo	Məgiddōn
Mehetabel	Məhēyţaⱱʼēl
Mehida	Məḩīdāʼ
Mehir	Məḩīr
Meholathite	Məḩolātī
Mekonah	Məkonāh
Melatiah	Məlaţyāh
Melchi	Melek
Melchi	Melⱪi
Melchiah	Malkīyyāh
Melchisedek	Malkī-ʦedeq
Melchisedek	Melⱪisedek
Melchishua	Malkīshūˊa
Melchizedek	Malkī-ʦedeq
Melea	Meleas
Melea	Məlēʼāh
Melech	Melek
Melita	Melitaʸ
Melkiah	Malkīyyāh
Memphis	Mof
Memphis	Nof
Menahem	Mənaḩēm
Menna	Mainan
Meon	Məˊōn
Meonothai	Məˊōnotay
Mephaath	Mōfaˊat
Mephibosheth	Mufīboshet
Merab	Mērāⱱ
Meraiah	Mərāyāh
Meraioth	Mərāyōt
Merari	Mərārī
Mered	Mered
Meremoth	Mərēmōt
Merib	Mərīⱱ
Merib-baal	Mərīⱱ-baˊal
Meribah	Mərīⱱāh
Meribath	Mərīⱱāh
Meribbaal	Mərīⱱ-baˊal
Merodach	Mərodak
Merom	Mērōm
Meronothite	Mēronotī
Meroz	Mērōz
Mesech	Meshek
Mesha	Mēyshaˊ
Mesha	Mēyshāʼ
Meshach	Mēyshak
Meshech	Meshek
Meshek	Meshek
Meshelemiah	Məshelemyāh
Meshezabel	Məshēyzaⱱʼēl
Meshillemith	Məshillēmīt
Meshillemoth	Məshillēmōt
Meshobab	Məshōⱱāⱱ
Meshullam	Məshullām
Meshullemeth	Məshullemet
Mesopotamia	Mesopotamia
Methuselah	Mətūshelaḩ
Meunim	Məˊūnāy
Meunites	Məˊūnāy
Mezahab	Mēy-zāhāⱱ
Mezobaite	Məʦoⱱāyāh
Miamin	Miyyāmin
Mibhar	Miⱱḩār
Mibsam	Miⱱsām
Mibzar	Miⱱʦār
Mica	Mīkəʼ
Micah	Mīkāh
Micah	Mīkāyāh
Micaiah	Mīkāhū
Micaiah	Mīkāyāh
Micaiah	Mīkāyəhū
Michael	Miⱪaaʸl
Michael	Mīkāʼēl
Michal	Mīkāl
Michmash	Mikmāş
Michmethath	Mikmətāt
Micmash	Mikmāş
Midian	Madiam
Midian	Midyān
Migdol	Migdōl
Migron	Migrōn
Mijamin	Miyyāmin
Mikloth	Miqlōt
Mikneiah	Miqnēyāhū
Milalai	Milₐlay
Milcom	Malkām
Miletus	Milaʸtos
Millo	Millōʼ
Miniamin	Minyāmīn
Minnit	Minnit
Minnith	Minnit
Miriam	Miryām
Mirma	Mirmāh
Mirmah	Mirmāh
Mishael	Mīshāʼēl
Misham	Mishˊām
Mishma	Mishmāˊ
Mishraites	Mishrāˊī
Mispar	Mişfār
Mispereth	Mişferet
Mithnite	Mitnī
Mithredath	Mitrədāt
Mitylene	Mitulaʸnaʸ
Mizah	Miʦˊār
Mizpah	Miʦpāh
Mizraim	Miʦrayim
Mizzah	Mizzāh
Mnason	Mnasōn
Moab	Mōʼāⱱ
Moadiah	Mōˊadyāh
Moladah	Mōlādāh
Molech	Molek
Molid	Mōlīd
Moloch	Molek
Moloch	Moloⱪ
Morasthite	Mōrashtiy
Mordecai	Mārəddəkay
Moreh	Mōreh
Moresheth	Mōrashtiy
Moriah	Mōriyyāh
Moserah	Mōşērāh
Moseroth	Mōşērāh
Moses	Mosheh
Moses	Mōsaʸs
Moza	Mōʦāʼ
Mushi	Mūshiy
Myra	Mura
Mysia	Musia
Naam	Naˊam
Naamah	Naˊₐmāh
Naaman	Naˊₐmān
Naaman	Neʼeman
Naarah	Naˊₐrāh
Naarai	Naˊₐray
Naaran	Naˊₐrān
Naasson	Naʼassōn
Naasson	Naḩshōn
Nabal	Nāⱱāl
Naboth	Nāⱱōt
Nachon	Nākōn
Nachor	Naⱪōr
Nachor	Nāḩōr
Nacon	Nākōn
Nadab	Nādāⱱ
Naggai	Nangai
Naggai	Nogah
Nahalal	Nahₐlāl
Nahalol	Nahₐlāl
Naham	Naḩam
Nahamani	Naḩₐmānī
Naharai	Naḩₐray
Naharaim	Nahₐrayim
Nahash	Nāḩāsh
Nahath	Naḩat
Nahbi	Naḩbiy
Nahor	Nāḩōr
Nahshon	Naḩshōn
Nahum	Naoum
Nahum	Naḩūm
Nain	Nain
Naioth	Nāvīt
Naomi	Nāˊₒmī
Naphish	Nāfīsh
Naphtali	Naftālī
Naphtuh	Naftuḩīm
Naphtuhim	Naftuḩīm
Naphtuhites	Naftuḩīm
Narcissus	Narkissos
Natham	Nathan
Natham	Nātān
Nathan	Nathan
Nathan	Nātān
Nathanael	Nathanaaʸl
Naum	Naoum
Naum	Naḩūm
Nazarean	Nazaraʸnos
Nazarene	Nazaret
Nazarenes	Nazōraios
Nazareth	Nazaret
Nazirite	Nāzīr
Nazirites	Nāzīr
Neariah	Nəˊaryāh
Nebai	Nōⱱay
Nebaioth	Nəⱱāyōt
Neballat	Nəⱱallāţ
Nebat	Neⱱaţ
Nebo	Nəⱱō
Nebuchadnezzar	Nəⱱūkadneʦʦar
Nebuzaradan	Nəⱱūzarʼₐdān
Necho	Nəkoh
Necho	Nəkō
Nechoh	Nəkoh
Neco	Nəkoh
Neco	Nəkō
Nedabiah	Nədaⱱyāh
Negev	Negeⱱ
Nego	Nəgō
Nehemiah	Nəḩemyāh
Nehum	Nəḩūm
Nehushta	Nəḩushtāʼ
Nekoda	Nəqōdāʼ
Nemuel	Nəmūʼēl
Nepheg	Nefeg
Nephisim	Nəfīşīm
Nephthalim	Naftālī
Nephthalim	Nefthaleim
Nephusim	Nəfūshəşīm
Ner	Nēr
Nereus	Naʸreus
Nergal	Nērəggal
Neri	Naʸri
Neri	Nēriyyāh
Neriah	Nēriyyāh
Netaim	Nəţāˊīm
Nethanel	Nətanʼēl
Nethaniah	Nətanyāh
Netophah	Nəţofāh
Netophathite	Nəţofātī
Netophathites	Nəţofātī
Neziah	Nəʦīaḩ
Nibhaz	Niⱱḩaz
Nicanor	Nikanōr
Nicodemus	Nikodaʸmos
Nicolaitans	Nikolaitaʸs
Nicolas	Nikolaos
Nicopolis	Nikopolis
Niger	Niger
Nimrod	Nimrōd
Nimshi	Nimshiy
Nineveh	Nīnəvēh
Ninevite	Nineuitaʸs
Ninevite	from_Nīnəvēh
Ninevites	Nineuitaʸs
Ninevites	\add >ones\add*_from_Nīnəvēh
Nisroch	Nəşirok
No	Noʼ
Noadiah	Nōˊadyāh
Noah	Noaḩ
Noah	Noˊāh
Noah	Nōe
Nob	Nōd
Nobah	Noⱱaḩ
Nod	Nōd
Nodab	Nōdāⱱ
Nogah	Nogah
Nohah	Nōḩāh
Noph	Nof
Nun	Nūn
Nympha	Numfas
Obadiah	ˊOⱱadyāh
Obed	Yōbaʸd
Obed	ˊŌⱱēd
Obed	Ὠβήδ
Obed-edom	ˊOⱱēd-ʼₑdōm
Obededom	ˊOⱱēd-ʼₑdōm
Obil	ʼŌⱱīl
Ochran	ˊĀkərān
Ocran	ˊĀkərān
Oded	ˊŌdēd
Og	ˊŌg
Ohel	ʼOhel
Oholah	ʼĀhₑlāh
Oholiab	ʼĀhₑlīʼāⱱ
Oholibah	ʼĀhₑlīⱱāh
Oholibamah	ʼĀhₑlīⱱāmāh
Olympas	Olumpas
Omar	ʼŌmār
Omri	ˊĀmərī
Onam	ʼŌnām
Onan	ʼŌnān
Onesimus	Onaʸsimos
Onesiphorus	Onaʸsiforos
Ono	ʼŌnō
Ophel	ˊOfel
Ophir	ʼŌfīr
Ophrah	ˊĀfərāh
Oreb	ˊOrēⱱ
Oren	ʼOren
Ornan	ʼĀrənān
Osnappar	ʼĀşənappar
Othni	ˊĀtənī
Othniel	ˊĀtənīʼēl
Ozem	ʼOʦem
Ozias	Ozias
Ozias	ˊUzziyyāh
Paarai	Paˊₐray
Paddan	Paddan
Padon	Fādōn
Pagiel	Pagˊīʼēl
Pahath	Paḩat
Pahath-moab	Paḩat-mōʼāⱱ
Pahathmoab	Paḩat-mōʼāⱱ
Pai	Fāˊū
Palal	Pālāl
Palestina	Fəleshet
Pallu	Pallūʼ
Palti	Falţī
Paltiel	Falţīʼēl
Paltite	Palţī
Pamphylia	Pamfulia
Paphos	Pafos
Paran	Pāʼrān
Parmenas	Parmenas
Parosh	Farˊosh
Parthians	Parthia
Paruah	Pārūaḩ
Parvaim	Farvayim
Pas-	Faş-
Pasach	Pāşak
Pasdammim	Faş-dammim
Paseah	Pāşēaḩ
Pashhur	Fashḩūr
Pashur	Fashḩūr
Patara	Patara
Pathros	Patrōş
Pathrus	Patruşī
Pathrusim	Patruşī
Pathrusites	Patruşī
Patmos	Patmos
Patrobas	Patrobas
Pau	Fāˊū
Paul	Paulos
Pedah-	Pədāh-
Pedahzur	Pədāhʦūr
Pedaiah	Pədāyāh
Pekah	Fəqaḩyāh
Pekahiah	Pəqaḩyāh
Pekod	Fəqōd
Pelaiah	Pəlāyāh
Pelaliah	Pəlalyāh
Pelatiah	Pəlaţyāh
Peleg	Falek
Peleg	Feleg
Peleg	Peleg
Pelet	Peleţ
Peleth	Pelet
Pelethites	Fəlētī
Pelonite	Pəlōnī
Peniel	Pənīʼēl
Peninnah	Fəninnāh
Penuel	Pənūʼēl
Peor	Pəˊōr
Perazim	Pərāʦīm
Peresh	Peresh
Perez	Fares
Perez	Fereʦ
Perez	Pereʦ
Perga	Pergaʸ
Pergamus	Pergamos
Perida	Fərūdāʼ
Perizzite	Pərizzī
Perizzites	Pərizzī
Persia	Pāraş
Persis	Persis
Peruda	Fərūdāʼ
Peter	Petros
Pethahiah	Pətaḩyāh
Pethor	Fətōr
Pethuel	Pətūʼēl
Peullethai	Pəˊullətay
Peulthai	Pəˊullətay
Phallu	Pallūʼ
Phanuel	Fanouaʸl
Pharaoh	Faraō
Pharaoh	Farˊoh
Pharaoh	Parˊoh
Pharisee	Farisaios
Pharisees	Farisaios
Pharpar	Farfar
Phicol	Fīkol
Philadelphia	Filadelfeia
Philemon	Filaʸmoni
Philetus	Filaʸtos
Philip	Filippos
Philippi	Filippou
Philippians	Filippaʸsios
Philistia	Fəleshet
Philistines	Fəlishtiy
Philologus	Filologos
Phinehas	Pinḩāş
Phlegon	Flegōn
Phoebe	Foibaʸ
Phoenicia	Foinikaʸ
Phoenix	Foinix
Phrygia	Frugia
Phygelus	Fugelos
Pi-	Piy-
Pi-beseth	Piy-ⱱeşet
Pilate	Pilatos
Pilha	Pilḩāʼ
Piltai	Filţay
Pinon	Fīnon
Pirathon	Firˊātōn
Pirathonite	Pirˊātōnī
Pisgah	Pişgāh
Pisidia	Pisidia
Pispa	Fişāfāh
Pithon	Pitōn
Pizzez	Piʦʦēʦ
Pochereth	Fokeret
Pokereth	Fokeret
Pontius	Pontios
Pontus	Pontos
Porcius	Porkios
Potiphar	Fōţīfar
Potiphera	Fōţī-feraˊ
Prisca	Priska
Priscilla	Priskilla
Prochorus	Proⱪoros
Ptolemais	Ptolemais
Puah	Pūˊāh
Publius	Poplios
Pudens	Poudaʸs
Pul	Pūl
Purah	Furāh
Put	Pūţ
Puteoli	Potioloi
Puthites	Pūtī
Putiel	Fūţīʼēl
Qiryataim	Qērəyātayim
Quartus	Kouartos
Raama	Raˊmāh
Raamah	Raˊmāh
Raamiah	Raˊamyāh
Rabbah	Rabāh
Racal	Rākāl
Rachal	Rākāl
Rachel	Rāḩēl
Rachel	Ɽaⱪaʸl
Raddai	Radday
Ragau	Rəˊū
Ragau	Ɽagau
Rahab	Rāḩāⱱ
Rahab	Ɽaⱪab
Raham	Raḩam
Ram	Rām
Rama	Rāmāh
Rama	Ɽama
Ramah	Rāmāh
Ramathaim	Rāmātayim
Ramathite	Rāmātī
Ramiah	Rməyāh
Ramoth	Rāmot
Ramoth	Rāʼmōt
Rapha	Rāfāʼ
Raphaites	Rəfāʼīm
Raphu	Rāfūʼ
Reaiah	Rəʼāyāh
Rebecca	Riⱱqāh
Rebecca	Ɽebekka
Rebekah	Riⱱqāh
Recah	Rēkāh
Rechab	Rēkāⱱ
Rechabites	Rēkāⱱīm
Reelaiah	Rəˊēlāyāh
Regem	Regem
Regem-	Regem
Regemmelech	Regem-melek
Rehabiah	Rəḩaⱱyāh
Rehob	Rəḩoⱱ
Rehoboam	Rəḩaⱱˊām
Rehoboam	Ɽoboam
Rehoboth	Rəḩoⱱōt
Rehum	Rəḩūm
Rei	Rēˊī
Rekah	Rēkāh
Rekem	Reqem
Remaliah	Rəmalyāhū
Rephael	Rəfāʼēl
Rephah	Refaḩ
Rephaiah	Rəfāyāh
Rephaim	Rəfāʼīm
Rephaites	Rəfāʼīm
Rephidim	Rəfīdīm
Resheph	Reshef
Reu	Rəˊū
Reuben	Rəʼūⱱēn
Reuben	Ɽoubim
Reuel	Rəˊūʼēl
Rezeph	Reʦef
Rezia	Riʦyāʼ
Rezin	Rəʦīn
Rezon	Rəzōn
Rhegium	Ɽaʸgion
Rhesa	Rəfāyāh
Rhesa	Ɽaʸsa
Rhoda	Ɽodaʸ
Rhodes	Ɽodos
Ribai	Rīⱱay
Riblah	Riⱱlāh
Rimmon	 Rimmōn
Rimmon	Rimmōn
Rinnah	Rinnāh
Riphath	Rīfat
Rizia	Riʦyāʼ
Rizpah	Riʦfāh
Rodanim	Dodānīm
Rogelim	Roglīm
Rohgah	Rōhₐgāh
Romamti	Rōmamtiy
Romamti-ezer	Rōmamtiy-ˊezer
Romamtiezer	Rōmamtiy-ˊezer
Roman	Ɽōmaios
Romans	Ɽōmaios
Rome	Ɽōmaʸ
Romfa	Ɽemfan
Rufus	Ɽoufos
Ruhamah	Ruḩāmāh
Rumah	Rūmāh
Ruth	Rūt
Ruth	Ɽouth
Sabeans	Şāⱱāʼ
Sabta	Şaⱱtāʼ
Sabteka	Şaⱱtəkāʼ
Sacar	Sākār
Sachar	Sākār
Sadducee	Saddoukaios
Sadducees	Saddoukaios
Sakar	Sākār
Sala	Sala
Sala	Shelaḩ
Salah	Shelaḩ
Salamis	Salamis
Salathiel	Salathiaʸl
Salathiel	Shəʼaltiyʼēl
Salecah	Şalkāh
Salem	Salaʸm
Salem	Shālēm
Salim	Saleim
Sallai	Şallū
Sallu	Şallū
Salma	Salmāʼ
Salmon	Salmōn
Salome	Salōmaʸ
Salu	Şallū
Samaria	Samareia
Samaria	Shomrōn
Samaritan	Samareia
Samaritan	Shomrōn
Samaritans	Samareitaʸs
Samaritans	Shomrōn
Samlah	Samlāh
Samos	Samos
Samothrace	Samothrakaʸ
Samson	Sampsōn
Samson	Shimshōn
Samuel	Samouaʸl
Samuel	Shəmūʼēl
Sanballat	Şanⱱallaţ
Saph	Şaf
Sapphira	Sapfeiraʸ
Sarah	Sarra
Sarah	Seraḩ
Sarah	Sārāh
Saraph	Sārāf
Sardis	Sardeis
Sarepta	Sarepta
Sarepta	Tsₑrəfat
Sarid	Sārīd
Saron	Assarōn
Saron	Shārōn
Satan	Satan
Satan	Sāţān
Saul	Saulos
Saul	Shāʼūl
Sceva	Skeuas
Scythian	Skuthaʸs
Seba	Şəⱱāʼ
Secu	Sēkū
Secundus	Sekoundos
Segub	Səgūⱱ
Seir	Sēˊīr
Sela	Şelaˊ
Selah	Şelāh
Seled	Şeled
Seleucia	Seleukeia
Sem	Saʸm
Sem	Shēm
Semachiah	Şəmakyāhū
Semein	Semei
Semein	Shimˊī
Senaah	Şənāʼāh
Seneh	Şenneh
Senir	Sənīr
Sennacherib	Şanḩērīⱱ
Senuah	Şənūʼāh
Seorim	Səˊorīm
Sepharad	Şəfārād
Sepharvaim	Şəfarvayim
Sepharvites	Şəfarvī
Serah	Seraḩ
Seraiah	Sərāyāh
Sergius	Sergios
Seruch	Serouⱪ
Seruch	Sərūg
Serug	Sərūg
Seth	Saʸth
Seth	Shēt
Sethur	Şətūr
Shaalbim	Shaˊalⱱīm
Shaalbonite	Shaˊalⱱonī
Shaalim	Shaˊₐlīm
Shaaph	Shaˊaf
Shaaraim	Shaˊₐrayim
Shabbethai	Shabtay
Shachia	Shāⱱəyāh
Shadrach	Shadrak
Shagee	Shāgēh
Shalal-	Shālāl-
Shalishah	Shālishāh
Shallecheth	Shalleket
Shalleketh	Shalleket
Shallum	Shallūm
Shallun	Shallūn
Shalmai	Salmay
Shalmai	Shamlay
Shalmaneser	Shalmanʼeşer
Shama	Shāmāˊ
Shamed	Shemer
Shamer	Shemer
Shamgar	Shamgar
Shamhuth	Shamhūt
Shamir	Shāmīr
Shamir	Shāmūr
Shamma	Shammāʼ
Shammah	Shammāh
Shammai	Shammay
Shammay	Shammay
Shammoth	Shammōt
Shammua	Shammūˊa
Shamsherai	Shamshəray
Shapham	Shāfām
Shaphan	Shāfān
Shaphat	Shāfāţ
Shaphir	Shāfīr
Sharai	Shāray
Sharar	Shārar
Sharezer	Sharʼeʦer
Sharon	Shārōn
Sharuhen	Shārūḩēn
Shashai	Shāshay
Shashak	Shāshshaq
Shaul	Shāʼūl
Shavsha	Shavshāʼ
Sheal	Shəʼāl
Shealtiel	Shəʼaltiyʼēl
Shean	Shəʼān
Shear-	Shəʼār-
Shear-jashub	Shəʼār-yāshūⱱ
Sheariah	Shəˊaryāh
Shearjashub	Shəʼār-yāshūⱱ
Sheba	Sheⱱaˊ
Sheba	Shəⱱāʼ
Shebaniah	Shəⱱanyāh
Shebarim	Shəⱱārīm
Sheber	Sheⱱer
Shebna	Sheⱱnāʼ
Shebnah	Sheⱱnāʼ
Shebuel	Shəⱱūʼēl
Shecaniah	Shəkanyāh
Shechem	Shəkem
Shechem	Suⱪem
Shedeur	Shədēyʼūr
Sheerah	Sheʼₑrāh
Shehariah	Shəḩaryāh
Shelah	Shelaḩ
Shelah	Shilluḩāh
Shelah	Shēlāh
Shelemiah	Shelemyāh
Sheleph	Shelef
Shelesh	Shelesh
Shelomith	Shəlomīt
Shelomoth	Shəlomōt
Shelumiel	Shəlumīʼēl
Shem	Shēm
Shema	Shemaˊ
Shemaah	Shəmāˊāh
Shemaiah	Shəmaˊyāh
Shemariah	Shəmaryāh
Shemer	Shemer
Shemesh	Shemesh
Shemida	Shəmīdāˊ
Sheminith	Shəmīnīt
Shemiramoth	Shəmīrāmōt
Shemuel	Shəmūʼēl
Shen	Shēn
Shenazzar	Shenʼaʦʦar
Sheol	Shəʼōl
Shephatiah	Shəfaţyāh
Shephi	Shəfō
Shepho	Shəfō
Shephupham	Shəfūfām
Sherebiah	Shērēⱱəyāh
Sheresh	Sheresh
Sheshai	Shēshay
Sheshan	Shēshān
Sheshbazzar	Shēshəbaʦʦar
Shethar	Shətar
Shethar-bozenai	Shətar-bōzənay
Shetharboznai	Shətar-bōzənay
Sheva	Shəvāʼ
Shiggaion	Shiggāyōn
Shigionoth	Shiggāyōn
Shihor	Shiyḩōr
Shikkeron	Shikkərōn
Shilhi	Shilḩī
Shiloah	Shilluḩāh
Shiloh	Shiloh
Shilonite	Shilōnī
Shilshah	Shilshāh
Shimea	Shimˊāʼ
Shimeah	Shimˊāh
Shimeath	Shimˊat
Shimeathites	Shimˊātī
Shimei	Shimˊī
Shimon	Shimōn
Shimrath	Shimrāt
Shimri	Shimrī
Shimrith	Shimryt
Shimron	Shimrōn
Shimshai	Shimshay
Shinar	Shinˊār
Shiphi	Shifˊī
Shiphmite	Shifmī
Shiphrah	Shifrāh
Shipi	Shifˊī
Shirtai	Shiţray
Shisha	Shiyshāʼ
Shishak	Shiyshaq
Shitrai	Shiţray
Shittim	Shiţţīm
Shiza	Shizāʼ
Shoa	Shōˊa
Shobab	Shōⱱāⱱ
Shobach	Shōⱱāk
Shobai	Shⱱay
Shobal	Shōⱱāl
Shobek	Shōⱱēq
Shobi	Shⱱī
Shoham	Shoham
Shomer	Shōmēr
Shophach	Shōfāk
Shua	Shūˊa
Shua	Shūˊāʼ
Shuah	Shūˊa
Shuah	Shūḩāh
Shual	Shūˊāl
Shubael	Shəūⱱʼēl
Shuhah	Shūḩāh
Shulamite	Shūlammit
Shulammite	Shūlammit
Shumathites	Shumātī
Shunammite	Shūnammit
Shunem	Shūnēm
Shuppim	Shuppim
Shur	Shūr
Shushan	Shūshan
Shuthelah	Shūtelaḩ
Sia	Şīˊāʼ
Siaha	Şīˊāʼ
Sibbecai	Şiⱱkay
Sibraim	Şiⱱrayim
Sidon	Sidōn
Sidon	Tsīdōn
Sidonians	Tsīdonī
Sihon	Şīḩōn
Sihor	Shiyḩōr
Sikkuth	Şikkūt
Silas	Silas
Silla	Şillāʼ
Siloah	Shilluḩāh
Siloam	Silōam
Silvanus	Silouanos
Simeon	Shimˊōn
Simeon	Sumeōn
Simon	Simōn
Sin	Şīn
Sinai	Sina
Sinai	Şīnay
Sini	Şīnī
Sinite	Şīnī
Sinites	Şīnī
Sion	Siyʼon
Siphmoth	Sifmōt
Sippai	Şifay
Sirion	Shiryōn
Sisera	Şīşərāʼ
Sismay	Şişmay
Siyon	Siyʼon
Smyrna	Smurna
So	Şōʼ
Socoh	Sōkoh
Sodi	Şōdī
Sodom	Sodoma
Sodom	Şədom
Solomon	Shəlmoh
Solomon	Shəlomoh
Solomon	Solomōn
Sopater	Sōpatros
Sophereth	Şoferet
Sorek	Sōrēq
Sosipater	Sōsipatros
Sosthenes	Sōsthenaʸs
Sotai	Şōţay
Spain	Spania
Stachys	Staⱪus
Stephanas	Stefanas
Stephen	Stefanos
Stoic	Stōikos
Suah	Şūaḩ
Sucathites	Sūkātī
Succoth	Şukkōt
Sukkiim	Şukkī
Sukkiims	Şukkī
Suph	Şūf
Susa	Shūshan
Susi	Şūşī
Sychar	Suⱪar
Syene	Şəvēnēh
Syntyche	Suntuⱪaʸ
Syracuse	Surakousai
Syria	Suria
Syria	ʼArām
Syrian	Suria
Syrian	ʼArammiy
Syrians	ʼArammiy
Syrians	ʼArām
Syrophoenician	Foinikaʸ_in_Suria
Syrtis	Surtis
Taanach	Taˊₐnāk
Tabbaoth	Ţabāˊōt
Tabbath	Ţabat
Tabeal	Ţₑⱱəʼēl
Tabeel	Ţₑⱱəʼēl
Taberah	Taⱱˊērāh
Tabitha	Tabaʸtha
Tabor	Tāⱱōr
Tabrimmon	Ţaⱱrimmōn
Tadmor	Tadmor
Tahan	Taḩan
Tahath	Taḩat
Tahchemonite	Taḩkəmonī
Tahpanhes	Taḩfanḩēş
Tahpenes	Taḩpənēyş
Tahrea	Taḩrēˊa
Talimay	Talimay
Talmai	Talimay
Talmon	Ţalmōn
Tamar	Tāmār
Tammuz	Tammūz
Tanhumeth	Tanḩumet
Taphath	Ţāfat
Tappuah	Tapūaḩ
Tarea	Taʼₐrēˊa
Tarshish	Tarshiysh
Tarshiysh	Tarshiysh
Tarsian	Tarsos
Tarsus	Tarsos
Tartak	Tartāq
Tatnai	Tattənay
Tattenai	Tattənay
Tebaliah	Ţəⱱalyāhū
Tehaphnehes	Taḩfanḩēş
Tehinnah	Təḩinnāh
Tekoa	Təqōˊa
Tekoa	Təqōˊī
Tekoite	Təqōˊī
Tekoites	Təqōˊī
Tel	Tēl
Telah	Telaḩ
Telaim	Ţəlāʼīm
Telassar	Təlaʼssar
Telem	Ţelem
Tema	Tēymāʼ
Temah	Temaḩ
Teman	Tēymān
Temanite	Tēymānī
Temanites	Tēymānī
Temeni	Tēymənī
Terah	Teraḩ
Tertius	Tertios
Tertullus	Tertullos
Thaddeus	Thaddaios
Thamar	Thamar
Thamar	Tāmār
Thara	Teraḩ
Thara	Thara
Thebes	Noʼ
Thebez	Tēⱱēʦ
Theophilus	Theofilos
Thessalonian	Thessalonikaʸ
Thessalonians	Thessalonikaʸ
Thessalonica	Thessalonikaʸ
Theudas	Theudas
Thomas	Thōmas
Thyatira	Thuateira
Tiberias	Tiberios
Tibhath	Ţⱱəḩat
Tibni	Tiⱱnī
Tidal	Tidˊāl
Tiglath	Tiglat
Tiglath-	Tiglat
Tiglath-pileser	Tiglat-pilʼeşer
Tiglathpileser	Tiglat-pilʼeşer
Tikvah	Tiqvāh
Tilgath	Tiglat
Tilgath-pileser	Tiglat-pilʼeşer
Tilgathpileser	Tiglat-pilʼeşer
Tilon	Tūlōn
Timeus	Timaios
Timna	Timnāˊ
Timnah	Timnāh
Timon	Timōn
Timothy	Timotheos
Tiphsah	Tifşaḩ
Tiras	Tirāş
Tirathites	Tirˊātī
Tirhakah	Tirhāqāh
Tirhanah	Tirḩₐnāh
Tiria	Tiryāʼ
Tirzah	Tirʦāh
Tishbite	Tishbiy
Titus	Titos
Tizite	Tiyʦī
Toah	Tōaḩ
Tob	Ţōⱱ
Tobadonijah	Ţōⱱ-ʼₐdoniyyāhū
Tobiah	Ţōⱱiyyāh
Tobijah	Ţōⱱiyyāh
Tochen	Token
Togarmah	Tōgarmāh
Tohu	Toḩū
Toi	Toˊū
Token	Token
Tokhath	Tōqahat
Tola	Tōlāˊ
Tophel	Tofel
Topheth	Tofet
Tou	Toˊū
Trachonitis	Traⱪōnitis
Troas	Trōias
Trophimus	Trofimos
Tryphena	Trufaina
Tryphosa	Trufōsa
Tsemari	Tsəmārī
Tubal	Tūⱱal
Tychicus	Tuⱪikos
Tyrannus	Turannos
Tyre	Tsor
Tyre	Turos
Tyrians	Tsor
Tyrians	Tsorī
Tyrians	Turos
Ucal	ʼUkāl
Uel	ʼŪʼēl
Ulai	ʼŪlay
Ulam	ʼŪlām
Ulla	ˊUllāʼ
Unni	ˊUnniy
Uphaz	ʼŪfāz
Ur	ʼŪr
Urbanus	Ourbanos
Uri	ʼŪrī
Uriah	Ourias
Uriah	ʼŪriyyāh
Uriel	ʼŪrīʼēl
Uthai	ˊŪtay
Uz	ˊŪʦ
Uzai	ʼŪzay
Uzal	ʼŪzāl
Uzzah	ˊUzzāʼ
Uzzen	ʼUzzēn
Uzzen-sheerah	ʼUzzēn-sheʼₑrāh
Uzzensheerah	ʼUzzēn-sheʼₑrāh
Uzzi	ˊUzziy
Uzzia	ˊUzziyyāʼ
Uzziah	Ozias
Uzziah	ˊUzziyyāh
Uzziel	ˊUzziyʼēl
Vaniah	Vanyāh
Vashni	Vashinī
Vedan	Vədān
Vophsi	Vāfəşī
Yavan	Yāvān
Yazer	Yaˊₐzēyir
Yebusi	Yəⱱūşī
Yihudah	Yəhūdāh
Yishay	Yishay
Yishmāˊēʼl	Yishmāˊʼēl
Yizrəˊēʼl	Yizrəˊʼēl
Yəḩezqēʼl	Yəḩezqʼēl
Zaanan	Tsaʼₐnān
Zaanannim	Tsaˊₐnannim
Zaavan	Zaˊₐvān
Zabad	Zāⱱād
Zabbai	Zabay
Zabbud	Zabūd
Zabdi	Zaⱱdiy
Zabdiel	Zaⱱdiyʼēl
Zabud	Zāⱱūd
Zabulon	Zaboulōn
Zabulon	Zəⱱūlūn
Zaccai	Zakkay
Zaccheus	Zakⱪaios
Zaccur	Zakkūr
Zacharias	Zaⱪarias
Zacher	Zeker
Zadok	Sadōk
Zadok	Tsādōq
Zahab	Zāhāⱱ
Zaham	Zāham
Zahar	Tsaḩar
Zalaph	Tsālāf
Zalmon	Tsalmōn
Zalmun	Tsalmōn
Zalmunna	Tsalmunnāˊ
Zamzummin	Zamzom
Zamzummites	Zamzom
Zanoah	Zānōaḩ
Zara	Zara
Zara	Zeraḩ
Zarephath	Tsₑrəfat
Zarethan	Tsₑrətān
Zarhites	Zarḩī
Zattu	Zattūʼ
Zavan	Zaˊₐvān
Zaza	Zāzāʼ
Zealot	Farisaios_zaʸlōtaʸs
Zebadiah	Zəⱱadyāh
Zebah	Zeⱱaḩ
Zebaim	Tsəⱱāyīm
Zebedee	Zebedaios
Zebidah	Zəⱱīdāh
Zebina	Zəⱱīnāʼ
Zeboiim	Tsəⱱoʼīm
Zeboim	Tsəⱱoˊīm
Zebul	Zəⱱul
