Tags	IBooks	EBooks	IMarkers	EMarkers	IRefs	ERefs	PreText	SCase	Search	PostText	RCase	Replace	Name	Comment

# NOTE 1: This table only distinguishes names, not making any attempt to separate different people or places
# NOTE 2: Although this table applies to the OET-LV, the versification used is the ENGLISH system
# NOTE 3: Hebrew names that are also short English words (like Ham) may need the 'w' whole word flag so that the matching isn't overdone

# Individuals (or gods)
H					KI1_4:12,KI1_4:16,NEH_3:4				Baana			בַּעֲנָא		H1195 (3) 1Ki 4:12,16, Neh 3:4*
H	KI1,KI2,CH2								Baasha			בַּעְשָׁא		H1201 (28) 1Ki 15:16-17,19,21-22,27-28,32-33, ...
wH					CH1_9:15				Bakbakkar			בַּקְבַּקַּר		H1230 (1) 1Chr 9:15*
wH					EZR_2:51,NEH_7:53				Bakbuk			בַּקְבּוּק		H1227 (2) Ezr 2:51, Neh 7:53*
H	NEH								Bakbukiah			בַּקְבֻּקְיָה		H1229 (3) Neh 11:17, 12:9,25*
H									Balaam			בִּלְעָם		H1109 (61) Num 22:5,7-10,12-14,16,18,20-21,22,25,27-28-31, ...
H					KI2_20:12,ISA_39:1				Baladan			בַּלְאֲדָן		H1081 (2) 2Ki 20:12, Isa 39:1*
H									Balak			בָּלָק		H1111 (43) Num 22:2,4,7,10,13-16,18,35-41, 23:1-3,5,7,11,13
H	SA2,CH1,EZR,NEH								Bani			בָּנִי		H1137 (14) 2Sam 23:36, 1Chr 6:46, 9:4, Ezr 2:10, 10:29,34, ...
H	JDG								Barak			בָּרָק		H1301 (13) Jdg 4:6,8-10,12,14-16, ..., Heb 11:32
H					CH1_3:22				Bariah			בָּרִיחַ		H1285 (1) 1Chr 3:22*
H					EZR_2:53,NEH_7:55				Barkos			בַּרְקוֹס		H1302 (2) Ezr 2:53, Neh 7:55*
H	NEH,JER								Baruch			בָּרוּךְ		H1263 (26) Neh 3:20, 10:6, 11:5, Jer 32:12-13, ...
H	SA2,KI1,EZR,NEH								Barzillai			בַּרְזִלַּי		H1271 (12) 2Sam 17:27, 19:31-34,39, 21:8, ...
H	GEN,KI1								Basemath			בָּשְׂמַת		H1315 (7) Gen 26:34, 36:3-4,10,13,17, 1Ki 4:15*
H	SA2,KI1,PSA								Bathsheba			בַּת־שֶׁבַע		H1339 (11) 2Sa 11:3, 12:24, 1Ki 1:11-2:19, Psa 51:1*
H					NEH_3:18				Bavvai			בַּוּי		{ H942 (1) Neh 3:18*
H					NEH_3:18				Bavai			בַּוּי		{ H942 (1) Neh 3:18*
H					NEH_7:54				Bazlith			בַּצְלוּת		{{ H1213 (2) Neh 7:54*
H					EZR_2:52				Bazluth			בַּצְלוּת		{{ H1213 (2) Ezr 2:52*
H					CH1_12:6				Bealiah			בְּעַלְיָה		H1183 (1) 1Chr 12:6*
H	EZR,NEH								Bebai			בֵּבַי		H893 (6) Ezr 2:11, 8:11, 10:28, Neh 7:16, 10:15*
H	GEN,NUM,CH1								Becher			בֶּכֶר		H1071 (5) Gen 46:21, Num 26:35, 1Chr 7:6,8*
H					SA1_9:1				Becorath			בְּכוֹרַת		H1064 (1) 1Sam 9:1*
H					GEN_36:35,CH1_1:46				Bedad			בְּדד		H911 (2) Gen 36:35, 1Chr 1:46*
H					SA1_12:11,CH1_7:17				Bedan			בְּדָן		H917 (2) 1Sam 12:11, 1Chr 7:17*
H					EZR_10:35				Bedeiah			בֵּדְיָה		H912 (1) Ezr 10:35*
wH					CH1_14:7				Beeliada			בְּעֶלְיָדָע		H1182 (1) 1Chr 14:7*
wH					CH1_7:37				Beera			בְּאֵרָא		H878 (1) 1Chr 7:37*
H					CH1_5:6				Beerah			בְּאֵרָה		H880 (1) 1Chr 5:6*
H					GEN_26:34,HOS_1:1				Beeri			בְּאֵרִי		H882 (2) Gen 26:34, Hos 1:1*
wH									Bela			בֶּלַע		H1106 (14) Gen 14:2,8, 36:32-33, 46:21, Num 26:38, ...
H	DAN								Belshazzar			בֵּלְשַׁאצּר		H1113 king (7) Dan 5:1-2,9,22,29-30, 7:1*
H									Belteshazzar			בֵּלְטְשַׁאצַּר		H1095 Daniel (2) Dan 1:7, 10:1*
wH					CH1_15:18				Ben			בֵּן		H1122 (1) 1Chr 15:18*
H									Benaiah			בְּנָיָה		H1141 (42) 2Sam 8:18, 20:23, 23:20,22, ...
wH									Ben			בֶּן		{ H1130, H1134 plus many other compound words
wH									Ben-			בֶּן		{ H1130, H1134 plus many other compound words
H	KI1,KI2,CH2,JER,AMO								Benhadad			בֶּן-הֲדַד		{ H1130 (changed to hyphen) (25) 1Ki 15:18,20, 20:1,3,5,9-10,16-17,20,26,30,32-33, 2Ki 6:24, 8:7,9, 13:3,24-25, 2Chr 16:2,4, Jer 49:27, Amo 1:4*
H	KI1,KI2,CH2,JER,AMO								Ben-hadad			בֶּן-הֲדַד		{ H1130 (changed to hyphen) (25) 1Ki 15:18,20, 20:1,3,5,9-10,16-17,20,26,30,32-33, 2Ki 6:24, 8:7,9, 13:3,24-25, 2Chr 16:2,4, Jer 49:27, Amo 1:4*
H	KI1,KI2,CH2,JER,AMO								hadad			הֲדַד		{ H1130 (25) 1Ki 15:18,20, 20:1,3,5,9-10,16-17,20,26,30,32-33, 2Ki 6:24, 8:7,9, 13:3,24-25, 2Chr 16:2,4, Jer 49:27, Amo 1:4*
H	KI1,KI2,CH2,JER,AMO								Hadad			הֲדַד		{ H1130 (25) 1Ki 15:18,20, 20:1,3,5,9-10,16-17,20,26,30,32-33, 2Ki 6:24, 8:7,9, 13:3,24-25, 2Chr 16:2,4, Jer 49:27, Amo 1:4*
H					CH2_17:7				Benhail			בֶּן-חַיִל		{{ H1134 (changed to hyphen) (1) 2Chr 17:7*
H					CH2_17:7				Ben-hail			בֶּן-חַיִל		{{ H1134 (changed to hyphen) (1) 2Chr 17:7*
H					CH2_17:7				hail			חַיִל		{{ H1134 (1) 2Chr 17:7*
H					NEH_10:13				Beninu			בְּנִינוּ		H1148 (1) Neh 10:13*
H									Benjamin			בִּנְיָמִין		H1144 (167) Gen 35:18,24, ..., Exo 1:3, Num 1:11, ..., Ezra 1:5, Acts 13:21
H					CH1_24:26				Beno			בְּנוֹ		H1121 (lit 'son of' -- probably a copying error) (1) 1Chr 24:26*
H					CH1_24:26				beno			בְּנוֹ		H1121 (lit 'son of' -- probably a copying error) (1) 1Chr 24:26* Why's the OET-LV gloss not capitalised???
H	GEN,NUM,DEU,JOS,CH1,MIC								Beor			בְּעוֹר		H1160 (10) Gen 36:32, Num 22:5, 24:3,15, 31:8, Deu 23:4, Josh 13:22, 24:9, 1Chr 1:43, Mic 6:5*
H					CH1_8:21				Beraiah			בְּרָאיָה		H1256 (1) 1Chr 8:21*
H	CH1,CH2,NEH,ZEC								Berechiah			בֶּרֶכְיָה		{ H1296 (11) 1Chr 3:20, 6:39, 9:16, 15:17,23, 2Chr 28:12, Neh 3:4,30, 6:18, Zech 1:1,7*
H	CH1,CH2,NEH,ZEC								Berekiah			בֶּרֶכְיָה		{ H1296 (11) 1Chr 3:20, 6:39, 9:16, 15:17,23, 2Chr 28:12, Neh 3:4,30, 6:18, Zech 1:1,7*
H					GEN_16:14,CH1_7:20				Bered			בֶּרֶד		H1260 (2) Gen 16:14, 1Chr 7:20*
wH					CH1_7:36				Beri			בֵּרִי		H1275 (1) 1Chr 7:36*
H	GEN,NUM,CH1								Beriah			בְּרִיעָהַ		H1283 (11) Gen 46:17, Num 26:44-45, 1Chr 7:23,30-31, 8:13,16, 23:10-11*
H					EZR_2:49,NEH_7:52				Besai			בֵּסַי		H1153 (2) Ezr 2:49, Neh 7:52*
H					NEH_3:6				Besodeiah			בְּסוֹדְיָה		H1152 (1) Neh 3:6*
H	GEN,CH1								Bethuel			בְּתוּאֵל		H1328 (10) Gen 22:22-23, 24:15,24,47,50 25:20, 28:2,5, 1Chr 4:30*
H	EZR,NEH								Bezai			בֵּצַי		H1209 (3) Ezr 2:17, Neh 7:23, 10:18*
H	EXO,CH1,CH2,EZR								Bezalel			בְּצַלְאֵל		H1212 (9) Exo 31:2, 35:30, 36:1-2, 37:1, 38:22, 1Chr 2:20, 2Chr 1:15, Ezra 10:30*
H	DEU,JOS,CH1								Bezer			בֶּצֶר		H1221 (5) Deu 4:43, Josh 20:8, 21:36, 1Chr 6:78, 7:37*
H	SA2								Bichri			בִּכְרִי		H1075 (8) 2Sam 20:1-2,6-7,10,13,21-22*
H					KI2_9:25				Bidkar			בִּדְקר		H920 (1) 2Ki 9:25*
H	EZR,NEH								Bigvai			בִּגְוַי		{ H902 (6) Ezr 2:2,14, 8:14, Neh 7:7,19, 10:16*
H	EZR,NEH								Bigvay			בִּגְוַי		{ H902 (6) Ezr 2:2,14, 8:14, Neh 7:7,19, 10:16*
H	JOB								Bildad			בִּלְדַּד		H1085 (5) Job 2:11, 8:1, 18:1, 25:1, 42:9*
H	CH1,NEH								Bilgah			בִּלְגַה		H1083 (3) 1Chr 24:14, Neh 12:5,18*
H					NEH_10:8				Bilgai			בִּלְגַּי		H1084 (1) Neh 10:8*
H	GEN,CH1								Bilhah			בִּלְהָה		H1090 concubine of Jacob (11) Gen 29:29, 30:3-5,7, 35:22,25, 37:2, 46:25, 1Chr 4:29, 7:13*
H	GEN,CH1								Bilhan			בִּלְהָן		H1092 (4) Gen 36:27, 1Chr 1:42, 7:10*
H					EZR_2:2,NEH_7:7				Bilshan			בִּלְשָׁן		H1114 (2) Ezr 2:2, Neh 7:7*
H					CH1_8:37,CH1_9:43				Binea			בִּנְעָא		H1150 (2) 1Chr 8:37, 9:43*
H					CH1_7:33				Bimhal			בִּמְהָל		H1118 (1) 1Chr 7:33*
H	EZR,NEH								Binnui			בִּנּוּי		H1131 (7) Ezr 8:33, 10:30,38, Neh 3:24, 7:15, 10:9, 12:8*
H					CH1_7:31				Birzavith			בִּרְזוֹת		{ H1269 woman (1) Chr 7:31*
H					CH1_7:31				Birzaith			בִּרְזוֹת		{ H1269 woman (1) Chr 7:31*
H					EZR_4:7				Bishlam			בִּשְׁלָם		H1312 (1) Ezr 4:7*
H					CH1_4:18				Bithiah			בִּתְיָה		H1332 (1) 1Chr 4:18*
H	RUT,KI1,CH1,CH2								Boaz			בֹּעַז		H1162 (24) Ruth 2:1,3-5,8,11,14-15, ..., 2Chr 3:17
H					CH1_8:38,CH1_9:44				Bocheru			בֹּכְרוּ		H1074 (2) 1Chr 8:38, 9:44*
H					JOS_15:6,JOS_18:17				Bohan			בֹּהן		H932 Reuben's son or descendant (2) Josh 15:6, 18:17*
H									Ishbosheth			אִישׁ-בּשֶׁת		{ H378 Sha'ul's son (11) 2Sam 2:8,10, ...
H									Ish-bosheth			אִישׁ-בּשֶׁת		{ H378 Sha'ul's son (11) 2Sam 2:8,10, ...
H									bosheth			בּשֶׁת		{ H378 Sha'ul's son (11) 2Sam 2:8,10, ...
wH	NUM,CH1,EZR								Bukki			בֻּקִּי		H1231 (5) Num 34:22, 1Chr 6:5,51, Ezr 7:4*
H					CH1_25:4,CH1_25:13				Bukkiah			בֻּקִּיָּה		H1232 (2) 1Chr 25:4,13*
H					CH1_2:25				Bunah			בּוּנָה		H946 (1) 1Chr 2:25*
H	NEH								Bunni			בֻּנִּי		H1138 (3) Neh 9:4, 10:15, 11:15*
wH	GEN,CH1,JER								Buz			בּוּז		H938 (1) Gen 22:21, 1Chr 5:14, Jer 25:23*
H									Buzi			בּוּזִי		H941 father of Ezekiel (1) Eze 1:3*
wdH									Cain			קַיִן/(Cain)		H7014 (18) Gen 4:1-3,5-6,8-9, ..., Num 24:22, Josh 15:57
dH									Cainan			קֵינָן/(Cainan)		{ H7018 (6) Gen 5:9-10,12-14, 1Chr 1:2*
wdH									Kenan			קֵינָן/(Kenan)		{ H7018 (6) Gen 5:9-10,12-14, 1Chr 1:2*
dH	KI1,CH1								Calcol			כַּלְכֹּל/(Calcol)		{ H3633 (2) 1Ki 4:31, 1Chr 2:6*
dH	KI1,CH1								Chalcol			כַּלְכֹּל/(Chalcol)		{ H3633 (2) 1Ki 4:31, 1Chr 2:6*
dH									Caleb			כָּלֵב/(Caleb)		H3612 and H3613 (35) Num 13:6,30, 14:6,24,30,38, 26:65, 32:12, 34:19, ...
H					CH1_2:24				ephrathah			אֶפְרָתָה		H3613 (1) 1Chr 2:24
wdH									Canaan			כִּנַעַן/(Canaan)		{ H3667 (93) Gen 9:18,22,25-27, ..., Acts 7:11
wH									Kanaan			כִּנַעַן		{ H3667 (93) Gen 9:18,22,25-27, ..., Acts 7:11
wH									Kenaan			כִּנַעַן		{ H3667 (93) Gen 9:18,22,25-27, ..., Acts 7:11
wdH									Carmi			כַּרְמִי/(Carmi)		H3756 (8) Gen 46:9, Exo 6:14, Num 26:6, Josh 7:1,18, 1 Chr 2:7, 4:1, 5:3*
dH					CH1_4:14,ISA_3:3				Charashim			חֲרָשִׁים/(Charashim)		H2798 (2) 1Chr 4:14, Isa 3:3*
dH					CH1_2:9				Chelubai			כְּלוּבַי/(Chelubai)		{{ H3621 (1) 1Chr 2:9*
dH					CH1_2:9				Celubai			כְּלוּבַי/(Chelubai)		{{ H3621 (1) 1Chr 2:9*
dH					CH1_4:11,CH1_27:26				Chelub			כְּלוּב/(Chelub)		{{{ H3620 (2) 1Chr 4:11, 27:26*
H					CH1_4:11,CH1_27:26				Kelub			כְּלוּב		{{{ H3620 (2) 1Chr 4:11, 27:26*
dH					EZR_10:35				Cheluhi			כְּלוּהַיֹ/(Cheluhi)		{ H3622 (1) Ezr 10:35*
H					EZR_10:35				Keluhi			כְּלוּהַיֹ		{ H3622 (1) Ezr 10:35*
dH	NUM,JDG,KI1,KI2,JER								Chemosh			כְּמוֹשׁ/(Chemosh)		H3645 (8) Num 21:29, Jdg 11:24, 1Ki 11:7, ...
dH	KI1,CH1,CH2								Chenaanah			כְּנַעֲנָה/(Chenaanah)		{ H3668 (5) 1Ki 22:11,24, 1Chr 7:10, 2Chr 18:10,23*
dH	KI1,CH1,CH2								Kenaanah			כְּנַעֲנָה/(Chenaanah)		{ H3668 (5) 1Ki 22:11,24, 1Chr 7:10, 2Chr 18:10,23*
dH	EZR,NEH								Cherub			כְּרוּב/(Cherub)		{{ H3743 (2) Ezr 2:59, Neh 7:61*
dH	EZR,NEH								Kerub			כְּרוּב		{{ H3743 (2) Ezr 2:59, Neh 7:61*
wdH					NEH_9:4				Chenani			כְּנָנִי/(Chenani)		{ H3662 (1) Neh 9:4*
wdH					NEH_9:4				Kenani			כְּנָנִי/(Chenani)		{ H3662 (1) Neh 9:4*
dH	CH1								Chenaniah			כְּנַנְיָה/(Chenaniah)		{{{ H3663 (3) 1Chr 15:22,27, 26:29*
H	CH1								Kenaniah			כְּנַנְיָה		{{{ H3663 (3) 1Chr 15:22,27, 26:29*
dH					GEN_36:26,CH1_1:41				Cheran			כְּרָן/(Cheran)		{{ H3763 (2) Gen 36:26, 1Chr 1:41*
dH					GEN_36:26,CH1_1:41				Keran			כְּרָן/(Cheran)		{{ H3763 (2) Gen 36:26, 1Chr 1:41*
dH	RUT								Chilion			כִּלְיוֹן/(Chilion)		H3630 (3) Ruth 1:2,5, 4:9*
dH	SA2								Chimham			כִּמְהָם/(Chimham)		H3643 (3) 2Sam 19:37-38,40*
dH					NEH_3:15,NEH_11:5				Col-hozeh			כָּל-חֹזֶה/(Col-hozeh)		{ H3626 (2) Neh 3:15, 11:5*
wdH					NEH_3:15,NEH_11:5				Col			כָּל/(Col)		{ H3626 (2) Neh 3:15, 11:5*
H					NEH_3:15,NEH_11:5				hozeh			חֹזֶה		{ H3626 (2) Neh 3:15, 11:5*
H					NEH_3:15,NEH_11:5				Hozeh			חֹזֶה		{ H3626 (2) Neh 3:15, 11:5*
dH					CH2_31:12,CH2_31:13,CH2_35:9				Conaniah			כּוֹנַנְיָהוּ/(Conaniah)		{{ H3562 (3) 2Chr 31:12-13, 35:9*
H					CH2_31:12,CH2_31:13,CH2_35:9				Konaniah			כּוֹנַנְיָהוּ		{{ H3562 (3) 2Chr 31:12-13, 35:9*
wdH	GEN,KI2,CH1,EST,JOB,PSA,ISA,JER,EZE								Cush			כּוּשׁ/(Cush)		{ H3568 (30) Gen 2:13, 10:6-8, 2Ki 19:9, 1Chr 1:8-10, Est 1:1, ...
wH	GEN,KI2,CH1,EST,JOB,PSA,ISA,JER,EZE								Kush			כּוּשׁ		{ H3568 (30) Gen 2:13, 10:6-8, 2Ki 19:9, 1Chr 1:8-10, Est 1:1, ...
dH	NUM,SA2,CH2,JER,DAN,AMO,ZEP								Cushi			כּוּשִׁי/(Cushi)		H3569 (26) Num 12:1, 2Sam 18:21-23,31-32, ..., Zeph 1:1, ...
dH	CH2,EZR,ISA,DAN								Cyrus			כּוֹרֶשׁ/(Cyrus/Coresh)		{ H3566 (15) 2Chr 36:22-23, Ezra 1:1-2,7-8, ..., Isa 44:28, 45:1, Dan 1:21, 10:1.
dH	CH2,EZR,ISA,DAN								Coresh			כּוֹרֶשׁ/(Coresh/Cyrus)		{ H3566 (15) 2Chr 36:22-23, Ezra 1:1-2,7-8, ..., Isa 44:28, 45:1, Dan 1:21, 10:1.
H	JDG,SA1,CH1								Dagon			דָּגוֹן		H1712 (13) Jdg 16:23, 1Sam 5:2-3, ...
wH				id					Dan			דָּן		H1835 (71) Gen 14:14, 30:6, 35:25, 46:23, 49:16-17, Exo 1:4, 31:6, ...
H									Daniel			דָּנִיֵּאל		H1841 (52) Dan 2:13-20,24-27, ..., Matt 24:15
H					CH1_2:6				Dara			דָּרַע		H1873 (1) 1Chr 2:6*
H					KI1_4:31				Darda			דַּרְדַּע		H1862 (1) 1Ki 4:31*
H	EZR,NEH,DAN,HAG,ZEC								Darius			דָּרְיָוֶשׁ		H1867 Persian king (10) Ezr 4:5, Neh 12:22, Dan 9:1 11:1, Hag 1:1, ...
H					EZR_2:26,NEH_7:58				Darkon			דַּרְקוֹן		H1874 (2) Ezr 2:56, Neh 7:58*
H	NUM,DEU,PSA								Dathan			דָּתָן		H1885 (10) Num 16:1,12,24-25,27, 26:9, Deu 11:6, Psa 106:17*
H									David			דָּוִד		H1732 (1075) Ruth 4:17,22, 1Sam 16:13,19-23, ...
H	GEN,JDG								Deborah			דְּבּוֹרָה		H1683 woman (10) Gen 35:8, Jdg 4:4-5,9-10,14, 5:1,7,12,15*
H	GEN,CH1,JER,EZE								Dedan			דְּדָן		H1719 (11) Gen 10:7, 25:3, 1Chr 1:9,32, Jer 25:23, 49:8, Eze 25:13, 27:15, 27:20, 38:13*
H	CH1,EZR,NEH,JER								Delaiah			דְּלָיָה		H1806 (7) 1Chr 3:24, 24:18, Ezr 2:60, Neh 6:10, 7:62, Jer 36:12,25*
H	JDG								Delilah			דִּלִילָה		H1807 woman (6) Jdg 16:4,6,10,12-13,18*
H					HOS_1:3				Diblaim			דִּבְלַיִם		H1691 (1) Hos 1:3*
H					GEN_10:27,CH1_1:21				Diklah			דִּקְלָה		H1853 (2) Gen 10:27, 1Chr 1:21*
H	GEN								Dinah			דִינָה		H1783 (8) Gen 30:21, 34:13,5,13,25-26, 46:15*
H	GEN,CH1								Dishan			דִּישָׁן		H1789 (5) Gen 36:21,26,28,30, 1Chr 1:38*
H	GEN,CH1								Dishon			דִּישׁוֹן		H1787 (7) Gen 36:21,25,30 1Chr 1:38,41-42*
H					CH1_27:4				Dodai			דּוֹדַי		H1737 (1) 1Chr 27:4*
H					GEN_10:4,CH1_1:7				Dodanim			דֹּדָנִים		H1721 (2) Gen 10:4, 1Chr 1:7*
dH					GEN_10:4,CH1_1:7				Rodanim			דֹּדָנִים/(Rodanim)		H1721 (2) Gen 10:4, 1Chr 1:7*
H					CH2_20:37				Dodavahu			דּוֹדָוָהוּ		H1735 (1) 2Chr 20:37*
H	JDG,SA2,CH1								Dodo			דּוֹדוֹ		H1734 (5) Jdg 10:1, 2Sam 23:9,24, 1Chr 11:12,26*
H	SA1,PSA								Doeg			דֹּאֵג		H1673 (6) 1Sam 21:8, 22:9,18,22, Psa 52:1*
H	GEN,JOS,CH1,ISA								Dumah			דּוּמָה		H1746 (4) Gen 25:14, Josh 15:52, 1Chr 1:30, Isa 21:11*
H	JDG,EZR								Ebed			עֶבֶד		H5651 (6) Jdg 9:26,28,30-31,35, Ezra 8:6*
H									Eber			עֵבֵר		H5677 (15) Gen 10:21,24-25, 11:14-17, Num 24:24, 1Chr 1:18-19,25, ...
H	CH1								Ebiasaph			אֶבְיָסָף		H43 (3) 1Chr 6:23,37, 9:19*
H					CH1_8:15				Eder			עֶדֶר		H5738 (1) 1Chr 8:15*
H					JOS_15:21,CH1_23:23,CH1_24:30				Eder			עֵדֶר		H5740 (3) Josh 15:21, 1Chr 23:23, 24:30*
H									Edom			אֱדוֹם		H123 (100) Gen 25:30, 32:3, 36:1,8-9, ...
H	NUM,DEU,JOS								Edrei			אֶדְרֶעִי		H154 (8) Num 21:33, Deu 1:4, 3:1,10, Josh 12:4, 13:12,31, 19:37*
wH									el			אֵל		{{ Used as a component in many names and sometimes written separately
wH									El			אֵל		{{ Used as a component in many names and sometimes written separately
H	CH1								Elpaal			אֶלְפַּעַל		H508 (3) 1Chr 8:11-12,18*
H									Ephrathah			אֶפְרָתָה		{ H672 (10) Gen 35:16,19, 48:7, Rut 4:11, 1Chr 2:19,50, 4:4, Psa 132:6, Mic 5:2*
wH									Ephrath			אֶפְרָת		{ H672 (10) Gen 35:16,19, 48:7, Rut 4:11, 1Chr 2:19,50, 4:4, Psa 132:6, Mic 5:2*
H									Eglah			עֶגְלָה		H5698 wife of David (2) 2Sam 3:5, 1Chr 3:3*
H									Ehud			אֵהוּד		H164 (9) Jdg 3:15-16,20-21,23,26, 4:1, 1Chr 7:10*
wH					CH1_2:27				Eker			עֵקֶר		H6134 (1) 1Chr 2:27*
wH					KI1_4:18				Ela			אֵלָה		H414 (1) 1Ki 4:18*
wH	GEN,SA1,KI1,KI2,CH1								Elah			אֵלָה		H425 (16) Gen 36:41, 1Sam 17:2,19, 21:10, 1Ki 16:6,8,13-14, ...
wH	GEN,CH1,EZR,NEH,ISA,JER								Elam			עֵילָם		H5867 (28) Gen 10:22, 14:1,9, 1Chr 1:17, 8:24, 26:3, Ezr 2:7,31, ...
H	EZR,JER								Elasah			אֶלְעָשָׂה		{ H501 (6) Ezr 10:22, Jer 29:3*
H	CH1								Eleasah			אֶלְעָשָׂה		{ H501 (6) 1Chr 2:39-40, 8:37, 9:43*
H					GEN_25:4,CH1_1:33				Eldaah			אֶלְדָּעָה		H420 (2) Gen 25:4, 1Chr 1:33*
wH					CH1_7:21				Elead			אֶלְעָד		H496 (1) 1Chr 7:21*
H					CH1_7:20				Eleadah			אֶלְעָדָה		H497 (1) 1Chr 7:20*
H									Eleazar			אֶלְעָזָר		H499 (72) Exo 6:23,25, 28:1, Lev 10:6,12,16, Num 3:2,4,32, ...
H	SA2,CH1								Elhanan			אֶלְחָנָן		H445 (4) 2Sam 21:19, 23:24, 1Chr 11:26, 20:5*
wH	SA1,KI1								Eli			עֵלִי		H5941 (33) 1Sam 1:3,9,12-14,17,25, ...
H	NUM,DEU,SA1,CH1,CH2								Eliab			אֱלִיאָב		H446 (21) Num 1:9, 2:7, 7:24,29, 10:16, 16:1,12, ...
H	SA2,KI1,CH1,CH2								Eliada			אֶלְיָדָע		H450 (4) 2Sam 5:16, 1Ki 11:23, 1Chr 3:8, 2Chr 17:17*
H					SA2_23:32,CH1_11:33				Eliahba			אֶלְיַחְבָּא		H455 (2) 2Sam 23:32, 1Chr 11:33*
H	KI2,CH2,NEH,ISA								Eliakim			אֶלְיָקִים		H471 (12) 2Ki 18:18,26,37, 19:2, 23:34, 2Chr 36:4, Neh 12:41, Isa 36:3, ...
H					SA2_11:3,SA2_23:34				Eliam			אֱלִיעָם		H463 (2) 2Sam 11:3, 23:34*
H	CH1,EZR,NEH								Eliashib			אֶלְיָשִׁיב		H475 (17) 1Chr 3:24, 24:12, Ezr 10:6,24,27,36 Neh 3:1, ...
H					CH1_25:4,CH1_25:27				Eliathah			אֱלִיאָתָה		H448 (2) 1Chr 25:4,27*
H	CH1,CH2								Eliel			אֱלִיאֵל		H447 (10) 1Chr 5:24, 6:34, 8:20,22, 11:46-47, 12:12, 15:9,11, 2Chr 31:13*
H					CH1_8:20				Elienai			אֱלִיעֵינַי		H462 (1) 1Chr 8:20*
H									Eliezer			אֶלִיעֶזֶר		H461 (14, at least eight different people) Gen 15:2, Exo 18:4, 1Chr 7:8, 15:24, ...
H					KI1_4:3				Elihoreph			אֱלִיחֹרֶף		H456 (1) 1Ki 4:3*
H	SA1,CH1,JOB								Elihu			אֱלִיהוּ		H453 (11, five different people) 1Sam 1:1, 1Chr 12:21, 26:7, 27:18, Job 32:2,4-6, ...
H									Elijah			אֵלִיָּה		H452 (71) 1Ki 17:1,13,15-16,18,22-24, 18:1-2,7-8,11,14-15, ..., Luke 4:26
H					SA2_23:25				Elika			אֱלִיקָא		H470 (1) 2Sam 23:25*
H	RUT								Elimelech			אֱלִימֶלֶךְ		H458 (6) Ruth 1:2-3, 2:1,3, 4:3,9*
H	CH1,EZR,NEH								Elioenai			אֶלְיְהוֹעֵינַי		{ H454 (9) 1Chr 3:23-24, 4:36, 7:8, 26:3, Ezr 8:4, 10:22,27, Neh 12:41*
H	CH1,EZR,NEH								Eliehoenai			אֶלְיְהוֹעֵינַי		{ H454 (9) 1Chr 3:23-24, 4:36, 7:8, 26:3, Ezr 8:4, 10:22,27, Neh 12:41*
H	CH1,EZR,NEH								Elihoenai			אֶלְיְהוֹעֵינַי		{ H454 (9) 1Chr 3:23-24, 4:36, 7:8, 26:3, Ezr 8:4, 10:22,27, Neh 12:41*
H					CH1_11:35				Eliphal			אֱלִיפָל		H465 (1) 1Chr 11:35*
H	GEN,CH1,JOB								Eliphaz			אֱלִיפַז		H464 (15) Gen 36:4,10-12,15-16, 1Chr 1:35-36, Job 2:11, 4:1, ...
wH					CH1_15:18,CH1_15:21				Elipheleh			אֱלִיפְלֵהוּ		{{ H466 (2) 1Chr 15:18,21*
H					CH1_15:18,CH1_15:21				Eliphelehu			אֱלִיפְלֵהוּ		{{ H466 (2) 1Chr 15:18,21*
H	SA2,CH1,EZR								Eliphelet			אֱלִיפֶלֶט		{ H467 (9) 2Sam 5:16, 23:34, 1Chr 3:6,8, ...
H	SA2,CH1,EZR								Eliphalet			אֱלִיפֶלֶט		{ H467 (9) 2Sam 5:16, 23:34, 1Chr 3:6,8, ...
H	SA2,CH1,EZR								Elpelet			אֱלִיפֶלֶט		{ H467 (9) 2Sam 5:16, 23:34, 1Chr 3:6,8, ...
H	SA2,CH1,EZR								Elpalet			אֱלִיפֶלֶט		{ H467 (9) 2Sam 5:16, 23:34, 1Chr 3:6,8, ...
H					CH2_23:1				Elishaphat			אֱלִישָׁפָט		H478 (1) 2Chr 23:1
# This next line must either come after Elishaphat, or have a 'w' flag
H									Elisha			אֱלִישָׁע		H477 (58) 1Ki 19:16-17,19, 2Ki 2:1-5,9,12,14-15, ..., Luke 4:27
H					EXO_6:23				Elisheba			אֱלִישֶׁבַע		H472 (1) Exo 6:23*
H					SA2_5:15,CH1_14:5				Elishua			אֱלִישׁוּעַ		H474 (2) 2Sam 5:15, 1Chr 14:5*
H	EXO,SA1,CH1,CH2								Elkanah			אֶלְקָנָה		H511 (21) Exo 6:24, 1Sam 1:1,4,8,19,21,23, ...
H	GEN,NUM,JOS,JDG								Elon			אֵילוֹן		H356 man and city (6) Gen 26:34, 36:2, 46:14, Num 26:26, Josh 19:43, Jdg 12:11*
H					CH1_11:46				Elnaam			אֶלְנַעַם		H493  (1) 1Chr 11:46*
H	KI2,EZR,JER								Elnathan			אֶלְנָתָן		H494 (7) 2Ki 24:8, Ezr 8:16, Jer 26:22, 36:12,25*
